time,banknifty,nifty,tte
2021-01-04 10:34:00,0.2588355,0.1820195,24
2021-01-04 10:35:00,0.25862300000000005,0.18196099999999998,24
2021-01-04 10:36:00,0.258499,0.182012,24
2021-01-04 10:37:00,0.2584415,0.182005,24
2021-01-04 10:38:00,0.25819000000000003,0.18211100000000002,24
2021-01-04 10:39:00,0.25866849999999997,0.18203249999999999,24
2021-01-04 10:40:00,0.2583175,0.18196400000000001,24
2021-01-04 10:41:00,0.2579585,0.18165550000000003,24
2021-01-04 10:42:00,0.257737,0.181475,24
2021-01-04 10:43:00,0.2576885,0.1815115,24
2021-01-04 10:44:00,0.257817,0.181174,24
2021-01-04 10:45:00,0.2582815,0.18137999999999999,24
2021-01-04 10:46:00,0.2567775,0.18128450000000002,24
2021-01-04 10:47:00,0.25787150000000003,0.181723,24
2021-01-04 10:48:00,0.26345799999999997,0.182734,24
2021-01-04 10:49:00,0.26644749999999995,0.18321949999999998,24
2021-01-04 10:50:00,0.2659,0.18305500000000002,24
2021-01-04 10:51:00,0.265544,0.18346,24
2021-01-04 10:52:00,0.264715,0.18383549999999999,24
2021-01-04 10:53:00,0.263235,0.1831445,24
2021-01-04 10:54:00,0.26449100000000003,0.1829325,24
2021-01-04 10:55:00,0.26407800000000003,0.1831535,24
2021-01-04 10:56:00,0.26528050000000003,0.1837615,24
2021-01-04 10:57:00,0.2651775,0.1845935,24
2021-01-04 10:58:00,0.266641,0.1848915,24
2021-01-04 10:59:00,0.26771,0.184712,24
2021-01-04 11:00:00,0.2698265,0.188832,24
2021-01-04 11:01:00,0.27267949999999996,0.190077,24
2021-01-04 11:02:00,0.270516,0.1902835,24
2021-01-04 11:03:00,0.2705775,0.1921085,24
2021-01-04 11:04:00,0.271381,0.1922605,24
2021-01-04 11:05:00,0.2762715,0.1923245,24
2021-01-04 11:06:00,0.27589050000000004,0.1933245,24
2021-01-04 11:07:00,0.27475,0.19263049999999998,24
2021-01-04 11:08:00,0.273279,0.19177149999999998,24
2021-01-04 11:09:00,0.2706615,0.193193,24
2021-01-04 11:10:00,0.2744345,0.192577,24
2021-01-04 11:11:00,0.273053,0.192135,24
2021-01-04 11:12:00,0.27001,0.189256,24
2021-01-04 11:13:00,0.2674745,0.18903399999999998,24
2021-01-04 11:14:00,0.266463,0.1889575,24
2021-01-04 11:15:00,0.267991,0.1892925,24
2021-01-04 11:16:00,0.26905199999999996,0.1889305,24
2021-01-04 11:17:00,0.2671785,0.1892315,24
2021-01-04 11:18:00,0.270218,0.1897845,24
2021-01-04 11:19:00,0.26878349999999995,0.1889745,24
2021-01-04 11:20:00,0.2694115,0.1897075,24
2021-01-04 11:21:00,0.2702445,0.1904225,24
2021-01-04 11:22:00,0.27040850000000005,0.19127349999999999,24
2021-01-04 11:23:00,0.27009,0.1928045,24
2021-01-04 11:24:00,0.27046000000000003,0.19161450000000002,24
2021-01-04 11:25:00,0.269735,0.19049300000000002,24
2021-01-04 11:26:00,0.26863099999999995,0.18966650000000002,24
2021-01-04 11:27:00,0.267937,0.1891725,24
2021-01-04 11:28:00,0.2681985,0.189639,24
2021-01-04 11:29:00,0.268262,0.190037,24
2021-01-04 11:30:00,0.2682325,0.19010300000000002,24
2021-01-04 11:31:00,0.2661435,0.1881945,24
2021-01-04 11:32:00,0.2646235,0.186725,24
2021-01-04 11:33:00,0.26503299999999996,0.186059,24
2021-01-04 11:34:00,0.26403,0.1861465,24
2021-01-04 11:35:00,0.263642,0.1860915,24
2021-01-04 11:36:00,0.263779,0.18590299999999998,24
2021-01-04 11:37:00,0.2640085,0.18592799999999998,24
2021-01-04 11:38:00,0.264031,0.186004,24
2021-01-04 11:39:00,0.2649975,0.18629600000000002,24
2021-01-04 11:40:00,0.267175,0.186266,24
2021-01-04 11:41:00,0.2658655,0.1847835,24
2021-01-04 11:42:00,0.2611425,0.184137,24
2021-01-04 11:43:00,0.2606525,0.1843535,24
2021-01-04 11:44:00,0.2606845,0.184301,24
2021-01-04 11:45:00,0.26161100000000004,0.1845995,24
2021-01-04 11:46:00,0.26297499999999996,0.184594,24
2021-01-04 11:47:00,0.26211,0.1850975,24
2021-01-04 11:48:00,0.2620945,0.1843215,24
2021-01-04 11:49:00,0.263193,0.1844915,24
2021-01-04 11:50:00,0.26361650000000003,0.185384,24
2021-01-04 11:51:00,0.263613,0.1860925,24
2021-01-04 11:52:00,0.264602,0.1857565,24
2021-01-04 11:53:00,0.267413,0.1855805,24
2021-01-04 11:54:00,0.26569149999999997,0.1856085,24
2021-01-04 11:55:00,0.266332,0.18490299999999998,24
2021-01-04 11:56:00,0.2643855,0.18440499999999999,24
2021-01-04 11:57:00,0.26396850000000005,0.18557400000000002,24
2021-01-04 11:58:00,0.2619175,0.18588300000000002,24
2021-01-04 11:59:00,0.2630045,0.185988,24
2021-01-04 12:00:00,0.266162,0.186658,24
2021-01-04 12:01:00,0.2664385,0.1872565,24
2021-01-04 12:02:00,0.265642,0.18702049999999998,24
2021-01-04 12:03:00,0.26497899999999996,0.185566,24
2021-01-04 12:04:00,0.2647485,0.185699,24
2021-01-04 12:05:00,0.2649365,0.18573250000000002,24
2021-01-04 12:06:00,0.265208,0.1854805,24
2021-01-04 12:07:00,0.2654495,0.1858415,24
2021-01-04 12:08:00,0.26431,0.1866425,24
2021-01-04 12:09:00,0.2644105,0.18611149999999999,24
2021-01-04 12:10:00,0.2638005,0.18582500000000002,24
2021-01-04 12:11:00,0.2634765,0.185658,24
2021-01-04 12:12:00,0.2626945,0.185664,24
2021-01-04 12:13:00,0.26329250000000004,0.1855135,24
2021-01-04 12:14:00,0.2637215,0.185626,24
2021-01-04 12:15:00,0.264103,0.185081,24
2021-01-04 12:16:00,0.2640155,0.184609,24
2021-01-04 12:17:00,0.26510999999999996,0.184734,24
2021-01-04 12:18:00,0.264703,0.18450100000000003,24
2021-01-04 12:19:00,0.265117,0.184697,24
2021-01-04 12:20:00,0.2649315,0.18464049999999999,24
2021-01-04 12:21:00,0.2666095,0.1845805,24
2021-01-04 12:22:00,0.2674065,0.184333,24
2021-01-04 12:23:00,0.265967,0.184421,24
2021-01-04 12:24:00,0.2655575,0.1845865,24
2021-01-04 12:25:00,0.264811,0.18499949999999998,24
2021-01-04 12:26:00,0.2657,0.18432700000000002,24
2021-01-04 12:27:00,0.2640205,0.18467650000000002,24
2021-01-04 12:28:00,0.26411399999999996,0.1844345,24
2021-01-04 12:29:00,0.2655375,0.1845505,24
2021-01-04 12:30:00,0.263184,0.1839715,24
2021-01-04 12:31:00,0.26208750000000003,0.18395899999999998,24
2021-01-04 12:32:00,0.26024349999999996,0.1837155,24
2021-01-04 12:33:00,0.262021,0.18429299999999998,24
2021-01-04 12:34:00,0.26184549999999995,0.184029,24
2021-01-04 12:35:00,0.2618955,0.18387399999999998,24
2021-01-04 12:36:00,0.26280349999999997,0.18346099999999999,24
2021-01-04 12:37:00,0.262807,0.1835835,24
2021-01-04 12:38:00,0.263097,0.183297,24
2021-01-04 12:39:00,0.26387700000000003,0.1834515,24
2021-01-04 12:40:00,0.264575,0.183351,24
2021-01-04 12:41:00,0.26390349999999996,0.183368,24
2021-01-04 12:42:00,0.2612825,0.1834405,24
2021-01-04 12:43:00,0.26116,0.1834335,24
2021-01-04 12:44:00,0.261179,0.1831875,24
2021-01-04 12:45:00,0.260524,0.1828805,24
2021-01-04 12:46:00,0.2598985,0.1830835,24
2021-01-04 12:47:00,0.26030549999999997,0.1832855,24
2021-01-04 12:48:00,0.2613435,0.1837955,24
2021-01-04 12:49:00,0.261381,0.1836725,24
2021-01-04 12:50:00,0.2611575,0.183533,24
2021-01-04 12:51:00,0.260482,0.1835835,24
2021-01-04 12:52:00,0.2602965,0.1835135,24
2021-01-04 12:53:00,0.2612535,0.1835235,24
2021-01-04 12:54:00,0.26156250000000003,0.1835395,24
2021-01-04 12:55:00,0.26186299999999996,0.183572,24
2021-01-04 12:56:00,0.262045,0.18374649999999998,24
2021-01-04 12:57:00,0.26149449999999996,0.1839275,24
2021-01-04 12:58:00,0.26070000000000004,0.1841225,24
2021-01-04 12:59:00,0.26135549999999996,0.184012,24
2021-01-04 13:00:00,0.261932,0.18386550000000002,24
2021-01-04 13:01:00,0.26031899999999997,0.18367499999999998,24
2021-01-04 13:02:00,0.2628985,0.183758,24
2021-01-04 13:03:00,0.26398299999999997,0.183816,24
2021-01-04 13:04:00,0.2639945,0.1837635,24
2021-01-04 13:05:00,0.26468800000000003,0.1838375,24
2021-01-04 13:06:00,0.264018,0.1840125,24
2021-01-04 13:07:00,0.26325200000000004,0.1838255,24
2021-01-04 13:08:00,0.2627845,0.183249,24
2021-01-04 13:09:00,0.26358800000000004,0.18350149999999998,24
2021-01-04 13:10:00,0.26288599999999995,0.18393700000000002,24
2021-01-04 13:11:00,0.2619345,0.184025,24
2021-01-04 13:12:00,0.26183100000000004,0.18417499999999998,24
2021-01-04 13:13:00,0.26205449999999997,0.183985,24
2021-01-04 13:14:00,0.262199,0.18386550000000002,24
2021-01-04 13:15:00,0.2630205,0.1836545,24
2021-01-04 13:16:00,0.26310999999999996,0.1840365,24
2021-01-04 13:17:00,0.262842,0.18419649999999999,24
2021-01-04 13:18:00,0.2622955,0.184158,24
2021-01-04 13:19:00,0.2617415,0.18403049999999999,24
2021-01-04 13:20:00,0.2618625,0.184062,24
2021-01-04 13:21:00,0.261749,0.18400450000000002,24
2021-01-04 13:22:00,0.261681,0.184122,24
2021-01-04 13:23:00,0.26185,0.184575,24
2021-01-04 13:24:00,0.2619135,0.18406,24
2021-01-04 13:25:00,,0.18428899999999998,24
2021-01-04 13:26:00,0.26239199999999996,0.184446,24
2021-01-04 13:27:00,0.262793,0.183957,24
2021-01-04 13:28:00,0.26260649999999996,0.183767,24
2021-01-04 13:29:00,0.260324,0.1836415,24
2021-01-04 13:30:00,0.2606455,0.1834805,24
2021-01-04 13:31:00,0.2591365,0.18339650000000002,24
2021-01-04 13:32:00,0.2592705,0.18338500000000002,24
2021-01-04 13:33:00,0.25922999999999996,0.183165,24
2021-01-04 13:34:00,0.2587925,0.1832805,24
2021-01-04 13:35:00,0.2618145,0.1833735,24
2021-01-04 13:36:00,0.263242,0.1834175,24
2021-01-04 13:37:00,0.263256,0.1832085,24
2021-01-04 13:38:00,0.26337299999999997,0.18350850000000002,24
2021-01-04 13:39:00,0.26271900000000004,0.183387,24
2021-01-04 13:40:00,0.26166599999999995,0.18303599999999998,24
2021-01-04 13:41:00,0.26193849999999996,0.182848,24
2021-01-04 13:42:00,0.26159049999999995,0.1829735,24
2021-01-04 13:43:00,0.26120750000000004,0.1831195,24
2021-01-04 13:44:00,0.263059,0.1809445,24
2021-01-04 13:45:00,0.262344,0.18100149999999998,24
2021-01-04 13:46:00,0.262026,0.1810415,24
2021-01-04 13:47:00,0.2614525,0.183211,24
2021-01-04 13:48:00,0.2607485,0.1831465,24
2021-01-04 13:49:00,0.26129,0.181096,24
2021-01-04 13:50:00,0.26117500000000005,0.1813365,24
2021-01-04 13:51:00,0.2609,0.181462,24
2021-01-04 13:52:00,0.260951,0.18147950000000002,24
2021-01-04 13:53:00,0.2609125,0.1813965,24
2021-01-04 13:54:00,0.260938,0.181625,24
2021-01-04 13:55:00,0.261475,0.181585,24
2021-01-04 13:56:00,0.262416,0.18142350000000002,24
2021-01-04 13:57:00,0.2615425,0.1814175,24
2021-01-04 13:58:00,0.261279,0.1814715,24
2021-01-04 13:59:00,0.2604265,0.18150100000000002,24
2021-01-04 14:00:00,0.2599635,0.1807685,24
2021-01-04 14:01:00,0.2664855,0.1834055,24
2021-01-04 14:02:00,0.2667545,0.1843615,24
2021-01-04 14:03:00,0.266643,0.1849005,24
2021-01-04 14:04:00,0.26800650000000004,0.185193,24
2021-01-04 14:05:00,0.26874750000000003,0.184839,24
2021-01-04 14:06:00,0.267969,0.184761,24
2021-01-04 14:07:00,0.26578199999999996,0.18470150000000002,24
2021-01-04 14:08:00,0.26501949999999996,0.1846055,24
2021-01-04 14:09:00,0.264742,0.184843,24
2021-01-04 14:10:00,0.2654605,0.18506699999999998,24
2021-01-04 14:11:00,0.2655655,0.184919,24
2021-01-04 14:12:00,0.26589050000000003,0.184641,24
2021-01-04 14:13:00,0.2647845,0.1845025,24
2021-01-04 14:14:00,0.2651115,0.18448900000000001,24
2021-01-04 14:15:00,0.26515750000000005,0.18481399999999998,24
2021-01-04 14:16:00,0.26791849999999995,0.18509199999999998,24
2021-01-04 14:17:00,0.268494,0.185613,24
2021-01-04 14:18:00,0.26827599999999996,0.185742,24
2021-01-04 14:19:00,0.2679505,0.185899,24
2021-01-04 14:20:00,0.270524,0.18547049999999998,24
2021-01-04 14:21:00,0.26808849999999995,0.185251,24
2021-01-04 14:22:00,0.2670755,0.18575999999999998,24
2021-01-04 14:23:00,0.26598,0.18581199999999998,24
2021-01-04 14:24:00,0.266731,0.185528,24
2021-01-04 14:25:00,0.265855,0.1845865,24
2021-01-04 14:26:00,0.265872,0.18422,24
2021-01-04 14:27:00,0.2663725,0.184454,24
2021-01-04 14:28:00,0.2671515,0.18415700000000002,24
2021-01-04 14:29:00,0.2663055,0.1840235,24
2021-01-04 14:30:00,0.265618,0.1840155,24
2021-01-04 14:31:00,0.26646250000000005,0.181675,24
2021-01-04 14:32:00,0.2668825,0.181406,24
2021-01-04 14:33:00,0.2649545,0.1810385,24
2021-01-04 14:34:00,0.263896,0.1815805,24
2021-01-04 14:35:00,0.264743,0.181857,24
2021-01-04 14:36:00,0.264901,0.18200100000000002,24
2021-01-04 14:37:00,0.263144,0.181803,24
2021-01-04 14:38:00,0.264528,0.181527,24
2021-01-04 14:39:00,0.26552149999999997,0.181668,24
2021-01-04 14:40:00,0.2654145,0.1814525,24
2021-01-04 14:41:00,0.2657115,0.181421,24
2021-01-04 14:42:00,0.263487,0.17895,24
2021-01-04 14:43:00,0.26171,0.1790025,24
2021-01-04 14:44:00,0.260809,0.1818155,24
2021-01-04 14:45:00,0.2634835,0.181785,24
2021-01-04 14:46:00,0.263205,0.181961,24
2021-01-04 14:47:00,0.264753,0.181922,24
2021-01-04 14:48:00,0.2637475,0.1816975,24
2021-01-04 14:49:00,0.2644255,0.1792655,24
2021-01-04 14:50:00,0.2631055,0.179212,24
2021-01-04 14:51:00,0.26276299999999997,0.1789885,24
2021-01-04 14:52:00,0.26279050000000004,0.18155,24
2021-01-04 14:53:00,0.264845,0.181507,24
2021-01-04 14:54:00,0.265347,0.181598,24
2021-01-04 14:55:00,0.2656795,0.179007,24
2021-01-04 14:56:00,0.265327,0.18129699999999999,24
2021-01-04 14:57:00,0.26574949999999997,0.17889349999999998,24
2021-01-04 14:58:00,0.264501,0.1788965,24
2021-01-04 14:59:00,0.2640765,0.1788505,24
2021-01-04 15:00:00,0.263074,0.17853,24
2021-01-04 15:01:00,0.26335699999999995,0.1784885,24
2021-01-04 15:02:00,0.26367799999999997,0.1783165,24
2021-01-04 15:03:00,0.26164750000000003,0.1783415,24
2021-01-04 15:04:00,0.2633395,0.1784255,24
2021-01-04 15:05:00,0.26265400000000005,0.1784545,24
2021-01-04 15:06:00,0.26321249999999996,0.1785195,24
2021-01-04 15:07:00,0.2627965,0.17835600000000001,24
2021-01-04 15:08:00,0.2643255,0.178754,24
2021-01-04 15:09:00,0.2641635,0.178647,24
2021-01-04 15:10:00,0.2636575,0.1787605,24
2021-01-04 15:11:00,0.2642875,0.178515,24
2021-01-04 15:12:00,0.263812,0.1784705,24
2021-01-04 15:13:00,0.2632015,0.17838500000000002,24
2021-01-04 15:14:00,0.264537,0.178467,24
2021-01-04 15:15:00,0.264615,0.178999,24
2021-01-04 15:16:00,0.264239,0.17926999999999998,24
2021-01-04 15:17:00,0.26218850000000005,0.179621,24
2021-01-04 15:18:00,0.26329800000000003,0.17969249999999998,24
2021-01-04 15:19:00,0.263127,0.18010700000000002,24
2021-01-04 15:20:00,0.2636035,0.17963400000000002,24
2021-01-04 15:21:00,0.26341250000000005,0.179216,24
2021-01-04 15:22:00,0.261776,0.17934450000000002,24
2021-01-04 15:23:00,0.264124,0.1793815,24
2021-01-04 15:24:00,0.264624,0.179711,24
2021-01-04 15:25:00,0.26331150000000003,0.1803725,24
2021-01-04 15:26:00,0.261814,0.1807465,24
2021-01-04 15:27:00,0.26117999999999997,0.1806985,24
2021-01-04 15:28:00,0.2615385,0.180562,24
2021-01-04 15:29:00,0.261505,0.18017450000000002,24
2021-01-04 15:30:00,0.2604215,0.1847495,24
2021-01-05 09:15:00,0.2655945,0.1879215,23
2021-01-05 09:16:00,0.273694,0.187707,23
2021-01-05 09:17:00,0.2738045,0.1884815,23
2021-01-05 09:18:00,0.2730365,0.1894095,23
2021-01-05 09:19:00,0.270968,0.18993549999999998,23
2021-01-05 09:20:00,0.272235,0.19067699999999999,23
2021-01-05 09:21:00,0.2716685,0.1898955,23
2021-01-05 09:22:00,0.27149650000000003,0.18977149999999998,23
2021-01-05 09:23:00,0.27253099999999997,0.1895905,23
2021-01-05 09:24:00,0.27179549999999997,0.1897535,23
2021-01-05 09:25:00,0.27122749999999995,0.189028,23
2021-01-05 09:26:00,0.27064350000000004,0.18924950000000001,23
2021-01-05 09:27:00,0.27090400000000003,0.1888785,23
2021-01-05 09:28:00,0.2699595,0.18910549999999998,23
2021-01-05 09:29:00,0.2698985,0.1893265,23
2021-01-05 09:30:00,0.268328,0.189194,23
2021-01-05 09:31:00,0.267192,0.188972,23
2021-01-05 09:32:00,0.2681785,0.18924649999999998,23
2021-01-05 09:33:00,0.2686015,0.189331,23
2021-01-05 09:34:00,0.267938,0.18956,23
2021-01-05 09:35:00,0.26927599999999996,0.18958750000000002,23
2021-01-05 09:36:00,0.269617,0.18967250000000002,23
2021-01-05 09:37:00,0.268039,0.1894435,23
2021-01-05 09:38:00,0.269116,0.1896695,23
2021-01-05 09:39:00,0.2686075,0.1895385,23
2021-01-05 09:40:00,0.269258,0.18955300000000003,23
2021-01-05 09:41:00,0.26912800000000003,0.18911850000000002,23
2021-01-05 09:42:00,0.2696575,0.1888865,23
2021-01-05 09:43:00,0.2695915,0.1885995,23
2021-01-05 09:44:00,0.2690635,0.188667,23
2021-01-05 09:45:00,0.2690515,0.1890925,23
2021-01-05 09:46:00,0.26972399999999996,0.189137,23
2021-01-05 09:47:00,0.270395,0.1892065,23
2021-01-05 09:48:00,0.27038799999999996,0.189223,23
2021-01-05 09:49:00,0.26831950000000004,0.1892035,23
2021-01-05 09:50:00,0.2686745,0.1887365,23
2021-01-05 09:51:00,0.26855799999999996,0.1892455,23
2021-01-05 09:52:00,0.26827650000000003,0.189687,23
2021-01-05 09:53:00,0.2688205,0.189379,23
2021-01-05 09:54:00,0.269659,0.1893365,23
2021-01-05 09:55:00,0.269668,0.1896295,23
2021-01-05 09:56:00,0.268795,0.1899175,23
2021-01-05 09:57:00,0.26969350000000003,0.189863,23
2021-01-05 09:58:00,0.26980950000000004,0.19007849999999998,23
2021-01-05 09:59:00,0.26951800000000004,0.1899965,23
2021-01-05 10:00:00,0.26918,0.1902045,23
2021-01-05 10:01:00,0.269615,0.19002249999999998,23
2021-01-05 10:02:00,0.2703185,0.190096,23
2021-01-05 10:03:00,0.2700535,0.1903315,23
2021-01-05 10:04:00,0.2703335,0.190503,23
2021-01-05 10:05:00,0.2702245,0.1905195,23
2021-01-05 10:06:00,0.270224,0.190773,23
2021-01-05 10:07:00,0.2698295,0.190912,23
2021-01-05 10:08:00,0.27002499999999996,0.1905505,23
2021-01-05 10:09:00,0.2698895,0.19054349999999998,23
2021-01-05 10:10:00,0.2694955,0.190966,23
2021-01-05 10:11:00,0.2693755,0.190603,23
2021-01-05 10:12:00,0.2694965,0.191255,23
2021-01-05 10:13:00,0.26929650000000005,0.1917,23
2021-01-05 10:14:00,0.268475,0.19195600000000002,23
2021-01-05 10:15:00,0.2686345,0.1916205,23
2021-01-05 10:16:00,0.2705875,0.1908435,23
2021-01-05 10:17:00,0.2688425,0.1904755,23
2021-01-05 10:18:00,0.26942750000000004,0.19049549999999998,23
2021-01-05 10:19:00,0.2706685,0.19073849999999998,23
2021-01-05 10:20:00,0.269615,0.190845,23
2021-01-05 10:21:00,0.26992099999999997,0.190757,23
2021-01-05 10:22:00,0.2702685,0.190365,23
2021-01-05 10:23:00,0.269968,0.1903205,23
2021-01-05 10:24:00,0.2688515,0.1898995,23
2021-01-05 10:25:00,0.266341,0.1898195,23
2021-01-05 10:26:00,0.26713050000000005,0.18881799999999999,23
2021-01-05 10:27:00,0.2664655,0.188939,23
2021-01-05 10:28:00,0.26675550000000003,0.1893155,23
2021-01-05 10:29:00,0.2669775,0.189306,23
2021-01-05 10:30:00,0.266255,0.18957400000000002,23
2021-01-05 10:31:00,0.2659555,0.18913,23
2021-01-05 10:32:00,0.2653575,0.18918449999999998,23
2021-01-05 10:33:00,0.265851,0.1892985,23
2021-01-05 10:34:00,0.26602000000000003,0.189083,23
2021-01-05 10:35:00,0.265905,0.189352,23
2021-01-05 10:36:00,0.2657545,0.189358,23
2021-01-05 10:37:00,0.26625699999999997,0.188998,23
2021-01-05 10:38:00,0.2663845,0.18895299999999998,23
2021-01-05 10:39:00,0.26696600000000004,0.1888245,23
2021-01-05 10:40:00,0.2674695,0.18844149999999998,23
2021-01-05 10:41:00,0.26752549999999997,0.188689,23
2021-01-05 10:42:00,0.2669455,0.18897150000000001,23
2021-01-05 10:43:00,0.2666575,0.189276,23
2021-01-05 10:44:00,0.265549,0.18917699999999998,23
2021-01-05 10:45:00,0.266012,0.18913449999999998,23
2021-01-05 10:46:00,0.26681350000000004,0.1887595,23
2021-01-05 10:47:00,0.265874,0.188882,23
2021-01-05 10:48:00,0.265623,0.18876300000000001,23
2021-01-05 10:49:00,0.265,0.1878305,23
2021-01-05 10:50:00,0.264632,0.1879955,23
2021-01-05 10:51:00,0.2642715,0.1880235,23
2021-01-05 10:52:00,0.26573,0.188217,23
2021-01-05 10:53:00,0.26386750000000003,0.1880015,23
2021-01-05 10:54:00,0.264603,0.18793549999999998,23
2021-01-05 10:55:00,0.2644575,0.18803799999999998,23
2021-01-05 10:56:00,0.2645375,0.18810949999999999,23
2021-01-05 10:57:00,0.2642755,0.18842,23
2021-01-05 10:58:00,0.265577,0.1888555,23
2021-01-05 10:59:00,0.265922,0.188965,23
2021-01-05 11:00:00,0.265138,0.1888435,23
2021-01-05 11:01:00,0.2653795,0.188773,23
2021-01-05 11:02:00,0.26594799999999996,0.188815,23
2021-01-05 11:03:00,0.266621,0.188745,23
2021-01-05 11:04:00,0.2666155,0.1890885,23
2021-01-05 11:05:00,0.265402,0.188392,23
2021-01-05 11:06:00,0.266511,0.18837700000000002,23
2021-01-05 11:07:00,0.26425200000000004,0.185873,23
2021-01-05 11:08:00,0.265249,0.18573800000000001,23
2021-01-05 11:09:00,0.2638275,0.18592150000000002,23
2021-01-05 11:10:00,0.264031,0.1858785,23
2021-01-05 11:11:00,0.263618,0.18636799999999998,23
2021-01-05 11:12:00,0.263231,0.1859495,23
2021-01-05 11:13:00,0.263104,0.185565,23
2021-01-05 11:14:00,0.2631345,0.1855365,23
2021-01-05 11:15:00,0.263523,0.185907,23
2021-01-05 11:16:00,0.2643535,0.188554,23
2021-01-05 11:17:00,0.263609,0.185943,23
2021-01-05 11:18:00,0.26343550000000004,0.185916,23
2021-01-05 11:19:00,0.263221,0.18575999999999998,23
2021-01-05 11:20:00,0.263002,0.185583,23
2021-01-05 11:21:00,0.2641075,0.1859,23
2021-01-05 11:22:00,0.2630295,0.18568,23
